Red,IR
8.625,26.3126
4.4375,26.7501
5.0313,25.6251
6.6875,25.5001
5.9375,22.8126
7.6563,21.8751
6.75,18.8126
5.2188,17.0001
5.6563,14.1876
2.75,11.5
3.4063,9
4.2188,6.625
5.5938,3.625
3.8438,1
2.3438,-1.3125
2.0313,-5
-1.9375,-7.1875
-2.25,-9.75
-2.0625,-12.8125
-4.5938,-15.2501
-0.4375,-17.8126
-5.375,-21.1876
-7.3438,-24.3751
-7.125,-26.8126
-9.2188,-28.9376
-10.0938,-30.5001
-8.6875,-32.8126
-9.7813,-36.1251
-12.6563,-38.5001
-14.5001,-40.3127
-12.7188,-41.8752
-14.1251,-43.4377
-13.9688,-44.5627
-14.1563,-45.6252
-14.8438,-45.6877
-15.3126,-46.9377
-15.3438,-48.1877
-15.8126,-47.6252
-15.8438,-47.0627
-14.7188,-46.7502
-14.0938,-43.1877
-11.8125,-37.2501
-8.4375,-24.5626
-5.5,-8.5625
0.6875,7.875
1.6875,23.9376
8.6563,37.1251
13.5313,47.6877
15.2813,56.5627
17.6563,62.6877
19.9063,66.6253
18.0001,67.6253
18.9063,67.8753
19.7188,67.0628
18.2188,64.8752
16.8751,60.9377
17.0626,57.7502
16.5626,53.4377
14.1563,49.6252
12.7813,45.3752
11.25,41.6252
13.2188,38.0626
8.625,34.0001
7.75,30.3751
11.2188,27.2501
6.9063,23.0001
4.0938,18.5626
1.8438,14.1876
0.625,9.75
0.5625,7.625
1.1563,5.375
0.2188,3.8125
2.3125,4.125
0.5,4.1875
-2.0313,5.625
-1.2813,7.875
-0.2813,8.8125
0.9688,11.9375
1.9375,13.1876
4.0313,14.1876
6.1563,15.0626
2.375,14.8126
2.0625,14.0001
2.375,12.25
0.9063,10
3.1563,8.1875
-0.125,5.4375
-1.0625,2.4375
2.5,0.125
-1.0625,-2.8125
-1.875,-6.1875
-3.9375,-8.625
-5.9688,-12.25
-5.2813,-15.0001
-6.2188,-18.6251
-8.8438,-21.6251
-7.2813,-24.1876
-9.0625,-26.5001
-7.5313,-29.0001
-9.4688,-32.5626
-13.5938,-34.5001
-11.7813,-35.5626
-12.3125,-38.0626
-13.1876,-39.0626
-12.4375,-41.0627
-15.0313,-41.5627
-13.9063,-43.5627
-13.3751,-43.4377
-15.0626,-44.6877
-14.2501,-45.2502
-16.0313,-45.4377
-16.3438,-46.0002
-16.5313,-47.7502
-17.3438,-49.5627
-16.7501,-50.1252
-17.2188,-51.6877
-20.3126,-52.6877
-17.8438,-54.0627
-18.2188,-55.8127
-20.5313,-57.4377
-17.9688,-58.2502
-18.9688,-59.5627
-18.5313,-60.0627
-17.0938,-60.0627
-19.3126,-58.8127
-19.1563,-55.8127
-16.8438,-48.8752
-14.0938,-34.6251
-7.5625,-16.5001
-4.8125,3.625
1.625,23.0001
6.7813,36.8126
11.25,49.5627
16.0313,58.6877
16.6876,66.4378
19.6876,71.2503
20.7188,73.5003
22.6251,74.5628
21.7501,72.5003
21.1563,70.6253
19.1251,67.2503
16.6876,64.4377
17.8751,59.0627
14.0626,55.5002
15.9688,50.9377
13.4376,47.7502
15.2188,43.5002
11.4375,39.6252
13.9376,37.1251
9.375,33.9376
11.0938,29.8751
8.0625,26.0001
5.7188,22.2501
4.5313,18.3751
3.9688,15.1251
4.1563,13.125
5.875,11.75
4.4375,10.5
2.25,11
4.6563,10.1875
3.25,10.875
5.1875,13.8126
4.5313,15.3126
4.75,16.9376
7.7188,17.9376
5.0625,18.7501
8.1875,19.1251
6.375,17.9376
4.5,16.5626
5.25,15.6251
3.9375,13.5626
4.8125,11.3125
4.8125,8.9375
3.7188,6.1875
3.4688,3.3125
-0.4375,0
-2.3125,-3.375
-4.2188,-6.3125
-2.2813,-9.875
-4.375,-13.1876
-6.2813,-16.6876
-6.4375,-19.5626
-5.1563,-24.0626
-8.1875,-39.8752
-12.7188,-41.2502
-12.8125,-43.9377
-13.6251,-45.5002
-13.4376,-46.3752
-12.1875,-47.0002
-14.9063,-48.4377
-14.0313,-48.5002
-14.0001,-48.9377
-11.25,-49.4377
-15.2188,-49.8752
-15.1251,-50.6252
-12.9375,-51.6877
-14.4063,-51.3752
-14.0001,-51.4377
-15.8438,-53.0002
-17.3126,-53.6877
-14.1876,-55.3752
-16.2501,-56.6877
-17.0938,-57.8127
-16.5938,-58.4377
-18.8126,-59.6877
-16.4063,-60.1877
-21.2501,-61.6877
-21.5313,-61.9377
-21.6563,-63.5002
-22.1251,-63.6877
-22.2813,-64.3752
-21.0938,-64.3752
-18.8126,-62.5002
-18.5313,-58.3127
-16.8438,-47.5627
-11.9688,-32.5001
-6.8438,-10.6875
-2.3125,8.8125
3.75,28.0001
8.9375,42.6252
11.5,53.2502
17.8751,62.0627
18.4376,67.8753
19.6251,71.9378
19.2188,72.5628
23.0938,72.2503
18.6563,70.1878
21.4688,68.0628
19.5938,64.9377
19.2813,60.5627
17.8751,57.9377
15.1563,52.9377
13.5938,49.6877
11.9375,44.8752
12.5313,43.0002
10.2188,38.5001
10.7813,34.5001
10.3438,31.4376
10.5625,28.1876
7.7188,23.5001
6.125,19.8751
5.625,17.2501
4.8438,15.2501
4.0938,13.2501
2.7188,12.3125
2.1875,12
2.0938,12.625
2.7813,15.4376
6.3125,17.1251
5.0625,19.3126
7.3125,20.9376
5.7188,22.3126
7.1563,23.5626
7.5938,22.9376
5.875,24.1876
4.625,22.5626
3.8438,20.7501
2.75,19.7501
4.5,17.8751
3.3438,15.7501
3.9688,13.7501
2.5938,11.125
-0.0938,7.1875
0.0625,4.9375
-0.0938,2.5625
-1.125,0.4375
-1.25,-3.3125
-3.2813,-5.75
-4.7813,-8.8125
-4.75,-11.0625
-4.2188,-13.9376
-6.25,-17.3751
-7.1875,-19.9376
-10.0313,-22.3751
-8,-24.5001
-6.7188,-27.8751
-8.625,-30.7501
-9.9688,-34.0001
-11.8438,-35.2501
-13.6251,-37.0001
-11.6563,-39.4377
-13.6876,-41.8752
-13.6563,-43.4377
-14.7188,-44.1877
-14.6251,-45.5627
-15.1563,-46.7502
-15.5626,-47.1252
-13.9376,-46.8127
-16.0313,-46.8127
-15.0001,-46.1877
-18.0001,-45.1252
-13.8438,-41.0627
-12.4063,-32.6876
-8.625,-19.6876
-2.7813,-2.75
1.3125,13.6251
